0,1,2
8122.7700,Slitting Machine Operator (Abrasive),8223.77
8122.7800,Clicker Press Operator (Abrasive),8223.78
8122.7900,Splint Feeder (Match),8223.79
8122.8000,Splint Drying Chamberman (Match),8223.80
,,NCO 2015
,8122.8100,Levelling Machine Attendant (Match)
,"8122.9900  Metal Finishing, Plating and Coating",
,,"Machine Operators, Other"
Group,813,Chemical and Photographic Products Plant
,,and Machine Operators
Family,8131,Chemical Products Plant and Machine
,,Operators
,8131.0100,"Crusher Operator, Chemical"
,8131.0200  Miller/Mill Operator (Chemical),
,8131.0300,"Pulveriser Operator, Chemical"
,,8131.0400  Mixing Machineman Attendant (Chemical)
,8131.0500,Compounding Man (Match)
,8131.0800,"Sieving Machine Attendant, Chemical"
,8131.0900,Grading Machine Attendant (Abrasive)
,8131.1400,Drying Chamber Attendant
,,(Drugs)/Chamber Operators
,8131.1500,Drying Chamber Attendant (Match
,,Boxes)/Chamber Operators
,8131.1700,Size Maker (Abrasive)
,8131.1800,Paste Maker
,8131.2100,Ammonia Operator/Ammonia Plant
,,Operator
,8131.2200,Heat Treater
,8131.2300,Filter Press Operator
,8131.2400,Filter Press Operator (Ceramics)
,NCO 2015,
8131.2500,"Strainer, Liquid",8153.20
8131.2600,Box Filtration Operator,8153.30
8131.2700,Hydro Extractor Operator,8153.40
8131.2800,Crude Oil Treater (Oil Field),8153.50
8131.2900,Gauger (Cement),8153.60
8131.3000,Disc Operator (Abrasive),8153.65
8131.3100,Crude Oil Treater (Petrol & Gas),8153.70
8131.3200,Brine Maker (Chemical),8153.80
8131.3501,Autoclave Operator,8154.30
8131.3600,Evaporator Operator,8154.40
8131.3700,Reactor Convertor Operator,8154.50
8131.3800,Converter Operator (Grain Feed Mills),8154.60
8131.3900,Distiller (Chemical),8154.65
8131.4000,Continuous Machine Operator (Match Box,8222.10
,Manufacturing),
8131.4100,Receiver (Match),8222.20
8131.4200,Box Making Machine Operator (Match),8222.30
8131.4300,Box Filling Machine Operator (Match),8222.40
8131.4400,Friction Machine Operator (Match),8222.50
8131.4500,Box Closing Machine Operator (Match),8222.60
8131.4600,Bandroll and Labelling Machine Operator,8222.70
8131.4900,"Coke Oven Operator, Controller",8159.12
,NCO 2015,
8131.5600,"Charcoal Burner, Beehive Kiln (Chemical)",8159.25
8131.5800,Producer Gas Plant Operator,8159.28
8131.5900,"Bale Cutter Operator, Rubber",8159.34
"8131.6000  Masticator, Rubber",,8159.36
8131.6100,Straining Operator (Rubber Reclaim),8159.38
,"8131.6200  Mixer, Rubber/Mill Operator",8159.40
8131.6300,"Solution and Dough Making, Operator,",8159.42
,Rubber,
8131.6400,Synthetic Fibre Maker,8159.45
8131.6500,Refining Machine Operator (Oils and,8159.54
,Fats)/Oil and Fat Plant Operator,
8131.6600,Hydrogenation Operator (Oil & Fats)/Oil,8159.56
,and Fat Plant Operator,
8131.6700,Deodorizer,8159.58
8131.6800,Crystallisation Attendant,8159.60
8131.7000,Tablet Machine Operator,8159.62
8131.7100,Tablet Coater,8159.64
8131.7200,Ampoule Machine/Plant Operator,8159.66
8131.7500  M.B. Tester,,8159.72
8131.7600,"Optical Examiner, Ampoules",8159.74
8131.7700,Acid Plant Operator,8159.76
8131.7800,Sulphur Burner,8159.78
8131.8000,Acid Concentrator,8159.80
,,NCO 2015
,8131.8100,"Acid Worker, Other"
,8131.8200,"Cell Room Attendant, Chemical"
,8131.8300,Gas Storage Attendant
,8131.8400,Soap Machine Attendant
,8131.8500,"Extraction Attendant, Chemical"
,8131.8700,Laboratory Attendant
,8131.8800,Agarbatti Maker
,8131.8900,Pencil Maker
,8131.9000,"Assembler, Marking Devices (Pen & Pencil)"
,8131.9900,"Chemical Products Machine Operators,"
,,Other
Family,8132,Photographic Products Machine Operators
,8132.0100,Printer Photographic
,8132.0200,"Developer, Photographic"
,8132.0300,"Developer, Automatic (Photofinishing)"
,8132.0400,"Enlarger, Photographic"
,8132.0500,"Retoucher, Photographic"
,8132.0600,Photographic Dark Room Operatives
,8132.0700,"Printing Machine Operator, Photographic"
,8132.0800,Film Developing Machine Operator
,8132.0900,Photographic Film and Papermaker
,8132.1000,Linoleum Maker
,,NCO 2015
,8132.9900,"Photographic Products Machine Operators,"
,,Other
Group,814,"Rubber, Plastic and Paper Products"
,,Machine Operators
Family,8141,Rubber Products Machine Operators
,8141.0100,Calendar Machine Operator
,8141.0101,Pre- and Post-Calendering Operator
,8141.0200,Cord Dipping Operator
,8141.0300,Extruding Machine Operator (Rubber)
,8141.0301,Feed Extruder Operator
,8141.0302,Tube Extruder Operator
,8141.0400,Rubber Fabric Cutting Machine Operator
,8141.0500,Slitting Machine Operator (Cycle Tyre)
,8141.0600,Bead Maker (Rubber Tyre)
,8141.0700,Profiling Operator (Cycle Tyre)
,8141.0711,Continuous Curing Operator
,8141.0712,Roto Curing Operator
,8141.0713,Injection Moulding Operator
,8141.0714,Transfer Moulding Operator
,8141.0715,Internal Mixer Operator
,8141.0716,Kneader Operator
,8141.0800,Finishing Operator (Rubber Tyre)
,8141.0900,Sealing and Valve Fitting Operator
,,NCO 2015
,8141.1000,Finishing Operator (Rubber Tube)
,8141.1100,Sheet Maker (Rubber)
,,8141.1201  Moulder (Rubber)/Compression Moulding
,,Operator
,8141.1301,Calenderer Rubberised Fabric/Operator-
,,Textile Coating
,8141.1400,Hose Maker (Rubber Goods)
,8141.1500,Latex Worker
,8141.1600,Latex Foam Cushion Maker
,8141.1701,Tyre Builder/Radial Building Operator
,8141.1702,Tyre Building Operator – Commercial
,,Vehicles
,8141.1703,Tyre Building Operator – Passenger Vehicles
,8141.1800,Tyre Moulder
,8141.1801,Tyre Moulding Operator
,8141.1900,Band Builder (Tyre Building)
,8141.2000,Trimmer (Tyre Building)
,8141.2100,Tyre Repairer
,"8141.2200  Moulder, Rubber Tube",
,8141.2300,Cycle Tube Reverser
,8141.2400,Rubber Stamp Maker
,8141.9900,"Rubber and Rubberised Product Makers,"
,,Other
Family,8142,Plastic Products Machine Operators
,,NCO 2015
,8142.0100,Tablet Machine Operator
,8142.0200,Laminating Press Operator (Plastic)
,8142.0300,Extruding Machine Setter (Plastic)
,8142.0400,Extruding Machine Operator (Plastic)
,8142.0501,Injection Moulding Machine Operator
,,(Plastic)
,8142.0502  Moulding Operator,
,8142.0503,Encapsulation Operator
,8142.0600,Compression Moulding Machine Operator
,,(Plastic)
,8142.0700,Bottle Blowing Machine Operator (Plastic)
,8142.0800,Vacuum Plastic Forming Machine Operator
,8142.0900,Embossing Machine Setter (Plastic)
,8142.1000,Embossing Machine Operator (Plastic)
,8142.1100,Printing Machine Operator (Plastic)
,8142.1200,Button Maker
,8142.1300  Mould Setter (Plastic),
,8142.1301,Plastic Moulding Technician or Operator
,"8142.1400  Moulder, Hand (Plastic)",
,8142.1500,Cementer (Plastic)
,8142.1600,Plastic Fabricator
,8142.9900,"Plastic Products Making Operatives, Other"
Family,8143,Paper Products Machine Operators
,,NCO 2015
,8143.0100,Cardboard Box Maker
,8143.0200,"Envelope Maker, Machine"
,8143.0300,"Cellophane Bag Maker, Machine"
,8143.0400,"Flower Maker, Paper"
,8143.0500,Papier Mache Moulder
,8143.9900,"Paper Product Makers, Other"
Group,815,"Textile, Fur and Leather Products Machine"
,,Operators
Family,8151,"Fibre Preparing, Spinning and Winding"
,,Machine Operators
,8151.0100,"Garnett Machineman, Woollen"
,8151.0300,Rag Machineman (Woollen Textile)
,8151.0400,Doubling Machine Operator (Textile)
,8151.0500,Combing Tenter
,8151.0600,"Spinner, Frame (Textile)/Ring Frame Tenter"
,8151.0700,Drawing Tenter
,8151.1000,Reeler Textile
,8151.1100,Reed Man
,8151.1200,Healdman (Textile)
,8151.1300,"Reeler, Silk"
,8151.1400,Yarn Tester
,8151.1500  Warping Boy (Textile)/Wrapper,
,8151.1600,Pin Setter (Textile)
,,NCO 2015
,8151.1700,Roller Coverer
,8151.1800  Winder Textile/Winding Operator,
,8151.1900,Size Mixer (Textile)
,"8151.2000  Waterproofer, Textile",
,"8151.2100  Weighter, Silk",
,8151.2200,Fetler (Woollen Textile)
,8151.9900,"Fibre Preparing, Spinning and Winding"
,,"Machine Operators, Other"
Family,8152,Weaving and Knitting Machine Operators
,8152.0100,Drawing Man
,8152.0200,"Doffer, Fly Frame/Speed Frame Operator"
,8152.0300,Knitting Jobber
,8152.0400,Card Cutter
,8152.0500  Mat Shearing Operator,
,8152.0600,"Flat Knitter, Machine/Knitting Machine"
,,Operator – Flat Knitting
,8152.0700,Sock Knitter/Knitting Machine Operator –
,,Socks Knitting
,8152.0800,"Sock Knitter, Automatic Machine"
,8152.0900,"Knitter, Machine/Knitting Machine"
,,Operator
,8152.1000,"Looperman, Hosiery"
,,8152.1100  Warp Knitter/Knitting Machine Operator –
,,Warp Knitter
,,NCO 2015
,"8152.1200  Weaver, Lace (Machine)",
,8152.1300,"Braid Maker, Machine/Braiding Machine"
,,Operator
,8152.1400,Lace Maker (Machine)
,8152.1600  Warp Tying Machineman,
,8152.1700  Wrapper,
,8152.2000,Front Sizer (Cotton Textile)
,8152.2100,Back Sizer
,,"8152.9900  Weaving and Knitting Machine Operators,"
,,Other
Family,8153,Sewing Machine Operators
,8153.0101,"Sewing Machine Operator, General"
,8153.0102,Stitcher (Leather Goods and Garments)
,8153.0103,Specialized Sewing Machine Operator
,8153.0200,"Button Hole Maker, Machine"
,8153.0300,Eyelet Holing Machine Operator
,8153.0400,Button Stitching Machine Operator
,8153.0500,"Embroider, Machine"
,8153.0600,Embroidery Machine Operator (Semi-
,,Automatic)
,8153.0601,Embroidery Machine Operator (Zig Zag
,,Machine)
,8153.0701,Framer – Computerised Embroidery
,,Machine
,,NCO 2015
,8153.0702,Helper – Parts Making (Leather Goods and
,,Garments)
,8153.0703,Helper – Finishing Operations (Leather
,,Goods and Garments)
,8153.9900,"Sewers and Embroiders, Other"
Family,8154,"Bleaching, Dyeing and Cleaning Machine"
,,Operators
,8154.0200,Kierman (Textile)/Package Dyeing Machine
,,Operator
,8154.0300,"Scouringman, Woollen Yarn"
,8154.0500  Washing Machineman,
,8154.0600,"De-Gummer, Silk"
,8154.0700,"Carbonizer, Textile"
,8154.0800,"Scutcherman, Bleaching"
,8154.0900,Dyed- Yarn Operator (Textile)
,8154.1000,Jiggerman (Cotton Textile)/Jigger Machine
,,Operator
,8154.1100,Dye Automation Operator (Textile)/ Dyeing
,,Machine Operator
,8154.1200  Wool Dyer,
,8154.1500,Dyer Garment
,8154.1700,Damping Machine Attendant
,8154.1800,Calenderman (Cotton Textile)
,8154.1900  Miller,
,8154.2000,Raising Machineman (Textile)
,,NCO 2015
,8154.2100,Stentering Machineman/Stentering
,,Operator
,8154.2200,Cropper
,8154.2300,Padding Machineman/Padding Mangle
,,Operator
,8154.2400,Brushing Machineman (Textile)
,8154.2500,Crabbing Machineman (Woollen Textile)
,8154.2600,Sanforizing Machineman
,8154.2700,Singeing Machineman/Singeing Machine
,,Operator
,8154.9900,"Bleaching, Dyeing and Cleaning Machine"
,,"Operators, Other"
Family,8155,Fur and Leather Preparing Machine
,,Operators
,8155.0100,"Dehairer, Machine/Dehairer Machine"
,,Operator
,8155.0201,"Flesher, Machine/Fleshing Operator"
,8155.0300,"Scudder, Machine/Scudding Machine"
,,Operator
,8155.0400,"Hide and Skin Setter, Machine/Setting"
,,Machine Operator
,8155.0500,"Hide Splitter, Machine/Splitting Machine"
,,Operator
,8155.0501,Splitting and Sammying Operator (Leather)
,8155.0601,"Hide Shaver, Machine/Shaving Operator"
,8155.0700,"Staker, Machine/Staking Machine Operator"
,,NCO 2015
,8155.0801,"Leather Buffer, Machine/Buffing Operator"
,8155.0900,"Leather Glazer, Machine/Glazing Machine"
,,Operator
,8155.1000,Rolling Machine Operator (Leather)
,8155.1101,"Tanner, Rotary Drum, Continuous Process"
,,(Leather Manufacturing)/Drum Operator
,8155.1102,Post Tanning Machine Operator
,8155.1200,Leather Measuring Machine
,,Man/Measuring Machine Operator
,8155.1201,Helper – Wet Operations (Multi-Skilled)
,8155.1202,Helper – Dry Operations (Finished Leather)
,8155.1203,Helper – Finishing Operation(Finished
,,Leather)
,8155.9900,Fur And Leather Preparing Machine
,,"Operators, Other"
Family,8156,Shoe Making and Related Machine
,,Operators
,8156.0100,Pounding Machine Operator (Footwear)
,8156.0200,"Heel Breaster, Machine"
,,(Footwear)/Machine Operator – Heel
,,Breasting
,8156.0400,"Heel Builder, Machine (Footwear)/Machine"
,,Operator – Heel Building
,8156.0500,Sole Rounding Machine Operator
,8156.0600,"Nailer, Machine/Machine Operator, Nailing"
,8156.0701,"Cutter, Machine/Cutter (Footwear)"
,NCO 2015,
8156.0800,"Leather Cutter, Machine",8266.23
,"8156.0900  Welt Sewer, Machine/Machine Operator,",8266.25
,Welt Sewing,
8156.0901,Stitching Operator (Footwear),
8156.1001,"Skiver, Machine/Skiving Operator",8266.26
8156.1401,"Laster, Machine/Lasting Operator",8266.32
8156.1500,"Sole Stitcher, Machine",8266.35
8156.1600,"Seat Laster, Machine/Lasting Machine",8266.36
,Operator,
8156.1700,"Splitter, Machine/Splitting Machine",8266.38
,Operator,
8156.1800,"Heeler, Machine/Heel Attacher",8266.40
8156.1900,"Heel Compressor, Machine (Footwear)",8266.42
8156.2000,"Sole Leveller, Machine",8266.45
8156.2100,"Trimmer, Machine",8266.50
8156.2200,"Edge Setter, Machine",8266.55
8156.2300,Edge Burnisher,8266.60
8156.2400,Heel Padding Machine Operator,8266.65
8156.2500,Eyeleting Machine Operator,8266.68
8156.2501,Pre-Assembly Operator,
8156.2600,Riveting Machine Operator,8266.70
8156.2601,Helper – Bottom Making (Footwear),
8156.2602,Helper – Upper Making (Footwear),
,,NCO 2015
,8156.2603,Helper – Finishing (Footwear)
,8156.9900,"Cutting, Lasting and Sewing Machine"
,,"Operators, Other"
Family,8157,Laundry Machine Operators
,8157.0100  Washing Machine Operator,
,8157.0200,Drying Machine Operator
,8157.0300,"Dry Cleaner, Machine"
,8157.0400,"Presser, Machine/Ironing Operator"
,8157.0401,Pressman
Family,8159,"Textile, Fur and Leather Products Machine"
,,Operators Not Elsewhere Classified
,8159.0100,"Folder, Machine/Folding Machine Operator"
,8159.0200,"Splicing – Machine Operator, Automatic"
,,(Textile)
,8159.0300,Balling – Machine Operator (Textile)
,8159.0400,Press Operator
,8159.9900,"Leather Cutters, Lasters and Sewers and"
,,"Related Machine Operators, Other"
Group,816,Food and Related Products Machine
,,Operators
Family,8160,Food and Related Products Machine
,,Operators
,8160.0300,Pasteurising Plant Operator (Dairy)
,8160.0400  Mixing Tank Operator,
,8160.0500,Dairy Processing Equipment Operator
,NCO 2015,
"8160.0700  Miller, Food Grains",,8273.10
8160.0800,"Husker, Machine (Food Grains)",8273.20
8160.0900,"Rollerman, (Food Grains)",8273.30
8160.1000,Flour Mill Operator,8273.40
8160.1100,"Siever, Machine",8273.50
8160.1200,"Oil Crusher Operator, Power",8273.60
8160.1300,Filter Press Operator (Oil),8273.65
,8160.1500  Wafer Baking Machine Operator (Baking),8274.10
8160.1600,Cooker Operator,8274.20
8160.1700,Cutting Machine Operator (Confectionery),8274.30
8160.1800,"Chocolate Maker, Helper",8274.40
8160.1900,"Flake Miller, Wheat and Oats (Grain-Feed",8274.50
,Mills),
8160.2000,Noodle Press Operator,8274.60
8160.2200,Peeling Machine Operator (Food Canning,8275.10
,and Preserving),
8160.2300,Pitting Machine Operator (Food Canning,8275.20
,and Preserving),
8160.2400,Fruit Press Operator (Food Canning and,8275.30
,Preserving),
8160.2500,Seaming Machine Operator (Food Canning,8275.40
,and Preserving),
8160.2600,Retort Operator (Food Canning and,8275.45
,Preserving),
8160.2700,Processing Man (Food Canning and,8275.50
National Classification of Occupations – 2015,,
,NCO 2015,
,Preserving),
8160.2800,Panman (Food Canning and Preserving),8275.55
8160.2900,Exhaust Box Operator (Food Canning and,8275.60
,Preserving),
8160.3000,Foodstuff Freezer,8275.65
8160.3100,Peanut Blancher,8275.70
8160.3200,Dehydrator Tender (Canning &,8275.72
,Preservation),
8160.3300,Refining – Machine Operator (Oil & Grease),8275.74
8160.3400,"Crusher Operator, Sugarcane",8276.10
8160.3500,Filter Pressman,8276.20
8160.3600,Dorr Clarifier Operator,8276.30
8160.3700,"Evaporator Operator, Sugar",8276.40
8160.3800,"Panman, Sugar",8276.50
8160.3900,Crystalizerman,8276.60
8160.4000,Centrifugal Man,8276.65
8160.4100  Magmaman,,8276.70
8160.4200,Cutter Driver,8276.71
8160.4300,"Cane Carrier Driver, Mill House",8276.72
8160.4400,Raw Juice Tank Pump Attendant,8276.73
8160.4500,Juice Measuring Man,8276.74
8160.4600,Lime Juice Tank Attendant,8276.75
8160.4700,Juice Heater Man,8276.76
,NCO 2015,
8160.4800,Juice Heater Helper,8276.77
8160.4900,Carbonation Man,8276.78
8160.5000,Carbonation Storage Tank Attendant,8276.79
8160.5100,"Sulphitation Man, Sugar",8276.80
8160.5200,"Eliminator Attendant, Sugar",8276.81
8160.5300,"Settling Tank Man, Sugar",8276.82
,8160.5400  Works Poor Attendant,8276.83
8160.5500,Gur Maker,8276.85
8160.5700,Tea Maker,8277.10
,8160.5800  Withering Loft Attendant (Tea),8277.15
8160.5900,Roller Attendant,8277.20
8160.6000,Pulp Houseman (Coffee),8277.25
8160.6100,Peeling Machine Attendant (Coffee),8277.30
8160.6200,Firing Machine Attendant (Tea),8277.35
8160.6300,Tea Blender,8277.40
8160.6400,Coffee Blender,8277.45
8160.6500,Coffee Roaster,8277.50
8160.6600,"Roaster, Cocoa Bean",8277.60
8160.6800,Brew Master,8278.10
8160.6900  Malt Maker,,8278.12
8160.7000  Masher,,8278.14
8160.7100,Fermentation Man,8278.16
,,NCO 2015
,8160.7200,Yeast Maker
,8160.7300  Malt Vinegar Maker,
,8160.7400,Filterman
,8160.7500,"Pasteuriser, Brewery"
,8160.7600,Syrup Plant Operator
,8160.7700,Syrup Maker
,8160.7800,Syrup Mixing Plant Operator
,8160.7900,Syruper
,8160.8000,Bottling Plant In-Charge
,8160.8100,"Bottle Washer, Machine"
,8160.8200,Carbonator Machine Attendant
,8160.8300,"Filler, Aerated Water"
,8160.8400,"Filler, Aerated Water, Hand Machine"
,8160.8600,"Drier and Cooler Operator, Tobacco"
,8160.8700,"Cutting Machine Operator, Tobacco"
,8160.8800,Cigarette Making Machine Operator
,8160.8900,Stingy Cigarette Slitting Machine Operator
,8160.9900,Food and Related Products Machine
,,Operators
Group,817,Wood Processing and Papermaking Plant
,,Operators
Family,8171,Pulp and Papermaking Plant Operators
,8171.0100,"Chipperman, Paper Pulp"
,,NCO 2015
,8171.0200,"Grinder, Paper Pulp"
,8171.0400,"Sorter, Paper Pulp"
,8171.0500,"Cutter, Paper Pulp"
,8171.0600,"Liquor Maker, Paper Pulp"
,8171.0800,"Causticman, Paper Pulp/Causticizing"
,,Operator
,8171.0900,"Bleacher, Paper Pulp"
,8171.1100,"Agitator, Paper Pulp"
,"8171.1200  Machine Operator, Paper",
,"8171.1400  Wire Boy, Paper",
,8171.1600,"Cutter, Paper"
,8171.1700,"Finisher, Paper"
,8171.1800,"Vat Man, Handmade Paper"
,8171.1900,"Transferor, Handmade Paper"
,8171.2000,"Tub-Sizer, Handmade Paper"
,8171.2100,"Drier, Handmade Paper"
,8171.2200,"Presser, Handmade Paper"
,8171.2400,"Calenderman, Handmade Paper"
,8171.2500,"Coating Machine Operator, Hardboard"
,,(Paper Goods)
,8171.9900,"Pulp and Papermaking Plant Operators,"
,,Other
Family,8172,Wood Processing Plant Operators
,,NCO 2015
,"8172.0100  Wood Sawyer, Machine, General",
,"8172.0200  Wood Sawyer, Edger",
,8172.0300,Band Saw Operator
,8172.0400,Circular Saw Operator
,8172.0700,Veneer Cutter
,8172.0800,Peeling Machine Operator
,8172.0900,"Barrel-Lathe Operator, Outside (Wood"
,,Container)
,,8172.1000  Wood Chopping Machine Operator
,8172.1100,Core Laying Machine Operator
,8172.1200,"Core Layer, Plywood"
,,8172.9900  Wood Processing Plant Operators and
,,"Related Workers, Other"
Group,818,Other Stationary Plant and Machine
,,Operators
Family,8181,Glass and Ceramics Plant Operators
,8181.0100,Blowing Machine Operator (Glass)
,"8181.0200  Machineman, Sheet Glass",
,8181.0300,Pressman (Glass)
,8181.0400,Pressman (Ceramics)
,8181.0500,"Extruding Press Operator, Clay"
,8181.0600,Rollerman (Glass)
,8181.0700,Pressman (Abrasive)
,NCO 2015,
8181.0800,Tube and Rod Drawer (Glass),8131.30
8181.1000,Polisher (Glass Manufacturing),8131.37
,"8181.1100  Modeller, Pottery and Porcelain",8131.40
8181.1200,"Furnace Man, Glass/Furnace Operator",8131.50
8181.1400,Annealer (Glass Product),8131.65
8181.1500,"Kiln Man, Pottery and Porcelain",8131.70
8181.1600,"Kiln Loader, Pottery and Porcelain",8131.72
8181.1700,"Kiln Man, Brick and Tile",8131.75
8181.1800,"Kiln Loader, Brick and Tile",8131.77
8181.1900,Bricklayer (Brick & Tile),8131.79
8181.2000,Graduating Machine Operator (Glass),8131.80
8181.2100,Batch Mixer (Glass),8139.10
8181.2200,Abrasive Mixer,8139.15
,8181.2300  Mixing Machine Operator (Abrasive),8139.20
8181.2400,Ball Mill Operator (Cement & Ceramics),8139.30
8181.2500,Pug Mill Operator (Ceramics),8139.40
8181.2600,Shaving Machine Operator (Abrasive),8139.50
8181.2700,Slip Maker (Ceramics),8139.60
8181.2800,Glaze Maker,8139.65
8181.2900,Edge Operator (Abrasive),8139.70
,8181.3000  Wet Disk Operator (Abrasive),8139.75
8181.3100,Burner Cement,8139.80
,,NCO 2015
,8181.3200,Clay Modeller
,8181.3300,Fiberglass – Machine Operator
,8181.3400,Furnace Helper
,8181.9900,"Glass and Ceramics Plant Operators, Other"
Family,8182,Steam Engine and Boiler Operators
,8182.0100,"Boiler, Tindal"
,8182.0200,"Boiler, Attendant"
,8182.0300,"Boiler, Fireman"
,8182.0400,Boiler House Operatives
,8182.0500,"Serang, Engine Room/Engine Bosun"
,8182.0600,"Tindal, Engine Room"
,8182.0800,"Fireman, Locomotive"
,8182.9900,"Ships’ Engine Room Ratings, Other"
Family,8183,"Packing, Bottling and Labelling Machine"
,,Operators
,8183.0100,"Building Insulator, Machine"
Family,8189,Gem and Jewellery Machine Operators
,8189.0100,"Gem Grinder, Machine"
,8189.0200,"Gem Polisher, Machine"
,8189.0301,CAM Machine Operator
,8189.0401,Laser Sawing Machine Operator
,8189.0405,Blade Sawyer
,,NCO 2015
,8189.0501,Casting Machine Operator
,8189.0601,Symmetry Analyser Machine Operator
,8189.0701,Pantograph Machine Operator
,8190.0100,"Saw Grinder, Machine"
Sub-,82,Assemblers
Division,,
Group,821,Assemblers
Family,8211,Mechanical Machinery Assemblers
,8211.0100,"Assembler, Workshop Machine and"
,,Equipment
,,8211.0101  Mechanical Sub-Assembly Technician
,8211.0200,Assembler Printing Machinery
,8211.0300,"Assembler, Textile Machinery"
,8211.0400,"Assembler, Refrigerator and Air-"
,,Conditioning Unit
,8211.0500,"Assembler, Stationary Petrol Engine"
,8211.0600,"Assembler, Stationary Diesel Engine"
,8211.0700,"Assembler, Tractor"
,8211.0800,"Assembler, Turbine and Steam Engine"
,8211.0900,Assembler Loco Engines
,8211.1000,"Erector, Machine and Equipment"
,8211.1100,"Assembler, Continuity"
,8211.1200,"Assembler, Automobile"
,,NCO 2015
,8211.1201,Vehicle Assembly Fitter
,8211.1202,Fitter-Mechanical Assembly
,8211.1300,"Assembler, Motor Cycle"
,8211.1400,"Assembler, Frame, Aircraft"
Family,8212,Electrical and Electronic Equipment
,,Assemblers
,8212.0100,Battery Assembler
,8212.0200,Assembler Dry Cell (Battery Manufacturing)
,8212.0300,Battery Repairer
,8212.0400,"Assembler, Electrical Accessories"
,8212.0401,"Cutting, Crimping and Connector Assembly"
,,Operator
,8212.0402,Electrical Assembly Operator
,8212.0500,Electric Motor Winder
,8212.0600,"Calibrator, Electrical"
,8212.0700,Assembler Precision Instrument
,8212.0800,Assembly Operator (Telephone Equipment
,,Manufacturing)
,8212.0900,Assembly Operator (Radio Manufacturing)
,8212.1000,"Form Layer, Cable (Telephone Equipment"
,,Manufacturing)
,8212.1100,"Cable Maker, Rack Wiring (Telephone &"
,,Telegraph Equipment Manufacturing)
,8212.1200,"Operator, Rack Wiring (Telephone &"
,,Telegraph Equipment Manufacturing)
,NCO 2015,
8212.1301,RAC Assembly Operator,
8212.1401,Assembly Operator – TV,
,8212.1501  Mechanical Assembly Operator,
,8212.1601  Manual Insertion Operation,
8212.1602,Through Hole Assembly Operator,
8212.1603,Pick and Place Assembly Operator,
8212.1604,Reflow Oven Soldering Operator,
8212.1605,Stencil Printing Operator,
8212.1606,Component Preparation Operator,
8212.1607,Box-Building Assembly Technician,
,8212.1701  Wire Bonding Operator,
8212.1702,Die Bonding Operator,
8212.1801,Assembly Operator Capacitor,
8212.1802  Winding Operator,,
8212.1803,Vacuum Plant Operator,
8212.1804,"Coating, Curing and Marking Operator",
,8212.1805  Masking Machine Operator,
8212.1806,Pressing Machine Operator,
,8212.1807  Manual Soldering Technician,
,8212.1808  Wave Soldering Machine Operator,
8212.1901  Welding Operator,,
8212.1902,Silicone Painting Operator,
,,NCO 2015
,8212.1903,Sorting Operator
,8212.1904,Capping Machine Operator
,8212.2001,Energy Meter Assembly Operator
,8212.2002,PLC Assembly Operator
,8212.2003,UPS Assembly Operator
,8212.2101,Final Assembly Operator-Magnetics
,8212.2201,Assembly Operator – PMD and X-Ray
,8212.2202,Box Assembly Operator
,8212.2301  Module Soldering Operator,
,8212.2302  Module Assembly Technician,
,8212.2401,Electrical Technician
,8212.2501,Inner Layer and Pressing Operator
,8212.2502,Drilling Operator
,8212.2503,Routing Operator
,8212.2504,Solder Masking & Legend Printing Operator
,8212.2601,Electronic Sub-Assembly Technician
,8212.2701,PCB Assembly Operator
,8212.9900,Electrical and Electronic Equipment
,,"Assemblers, Other"
Family,8219,Assemblers Not Elsewhere Classified
,8219.0100,"Assembler, Bicycle"
,8219.0200,"Assembler, Sewing Machine"
,,NCO 2015
,8219.0300,Assembler (Plastic Product)
,8219.0400,"Assembler, Metal Furniture"
,8219.9900,"Paper Board, Textile and Related Products"
,,"Assemblers, Other"
Sub-,83,Drivers and Mobile Plant Operators
Division,,
Group,831,Locomotive Engine Drivers and Related
,,Workers
Family,8311,Locomotive Engine Drivers
,8311.0100,"Loco Driver, Mines"
,8311.0200,"Driver, Railway Engine (Steam)"
,8311.0300,"Driver, Railway Engine (Diesel)"
,8311.0400,"Driver, Railway Engine (Electrical)"
,8311.0500,"Driver, Shunting (Loco)"
,8311.0601,Locomotive Driver
Family,8312,"Railway Braker, Signal and Switch"
,,Operators
,8312.0100,"Signalman, Railway"
,8312.0200,Shunting Worker
,8312.0300,"Points Man, Railway"
,8312.0400,"Traffic Shunter, Railway"
,8312.0500,"Braker, Passenger Train"
,8312.9900,"Pointsmen, Signalmen and Shunters,"
,,"Railways, Other"
,,NCO 2015
Group,832,"Car, Van and Motorcycle Drivers"
Family,8321,Motorcycle Drivers
,8321.0101,Driver Auto Rickshaw
,8321.0200,Despatch Rider
,8321.0201,Delivery Associate/Two Wheeler Delivery
,,Associate
,"8321.9900  Motorcycle Drivers, Other",
Family,8322,"Car, Taxi and Van Drivers"
,8322.0100,"Driver, Car"
,8322.0101,"Chauffer, Driver Personal"
,8322.0102,"Chauffer, Cab Driver"
,8322.0201,"Driver, Taxi"
,8322.0301,"Driver, Ambulance"
,8322.0501,Light Motor Vehicle Driver
,8322.9900,"Car, Taxi and Van Drivers, Other"
Group,833,Heavy Truck and Bus Drivers
Family,8331,Bus and Tram Drivers
,8331.0100,Tram Car Driver
,8331.0200,Trolley Driver
,8331.0300,"Driver, Bus"
